step,loss,elapsed_s
1,132.6199188232422,6.345707416534424
10,29.298603057861328,24.826374769210815
20,22.663978576660156,44.92325186729431
30,21.06733512878418,65.34018683433533
40,16.839221954345703,85.60041403770447
50,15.902862548828125,105.83932042121887
60,14.279455184936523,125.84473252296448
70,13.109603881835938,146.20686841011047
80,11.721033096313477,166.5290186405182
90,11.582487106323242,186.6320264339447
100,11.970320701599121,206.74336957931519
