step,loss,elapsed_s
1,132.61990356445312,6.098721265792847
10,29.136112213134766,23.985229015350342
20,19.338666915893555,43.95747399330139
30,18.261016845703125,63.64600849151611
40,16.01169204711914,83.45339369773865
50,15.237608909606934,103.31653189659119
60,14.196619033813477,123.2520363330841
70,13.608095169067383,143.2705774307251
80,13.060285568237305,163.1863932609558
90,13.055543899536133,182.82731986045837
100,12.20272445678711,202.6524784564972
