step,loss,elapsed_s
1,132.61993408203125,6.311220169067383
10,41.383174896240234,24.698625087738037
20,22.08898162841797,45.1715931892395
30,17.950868606567383,65.6739284992218
40,18.46285057067871,85.54775166511536
50,14.159979820251465,105.8180320262909
60,13.344475746154785,126.1732337474823
70,11.919066429138184,146.52908945083618
80,10.443604469299316,167.04219889640808
90,10.269075393676758,187.3605785369873
100,12.73890209197998,207.4522566795349
