step,loss
1,0.7318035960197449
2,0.739510178565979
3,0.7206010818481445
4,0.7485663890838623
5,0.755050778388977
6,0.6574749946594238
7,0.7665996551513672
8,0.7507835030555725
9,0.8083006739616394
10,0.6863730549812317
11,0.7536278367042542
12,0.7332150936126709
13,0.8041751980781555
14,0.7521863579750061
15,0.7102310657501221
16,0.7093926668167114
17,0.6264627575874329
18,0.7969549894332886
19,0.5672988891601562
20,0.9715391397476196
21,1.0713753700256348
22,0.6839266419410706
23,1.0687479972839355
24,0.7579493522644043
25,0.7410023212432861
26,0.7448455095291138
27,0.7295710444450378
28,0.6654987335205078
29,0.7568012475967407
30,0.7338880300521851
31,0.6998315453529358
32,0.8283832669258118
33,0.7360469102859497
34,0.7299110889434814
35,0.7025468349456787
36,0.6966995000839233
37,0.7091190218925476
38,0.7074605226516724
39,0.745865523815155
40,0.64942467212677
41,0.7996222972869873
42,0.8672385811805725
43,0.7807115316390991
44,0.7711083889007568
45,0.7576530575752258
46,0.6981675624847412
47,0.7500299215316772
48,0.721837043762207
49,0.6794028878211975
50,0.775352954864502
51,0.6938163638114929
52,0.6828101873397827
53,0.7124137878417969
54,0.6498724818229675
55,0.723134458065033
56,0.6976746320724487
57,0.7312814593315125
58,0.6798356771469116
59,0.6363769173622131
60,0.7011883854866028
61,0.6673790216445923
62,0.6716829538345337
63,0.6424471139907837
64,0.6904592514038086
65,0.6868171691894531
66,0.8048345446586609
67,0.7319236993789673
68,0.7473705410957336
69,0.7090080976486206
70,0.6883068680763245
71,0.6681629419326782
72,0.6460698843002319
73,0.6820676326751709
74,0.6838909983634949
75,0.7135447859764099
76,0.681262731552124
77,0.7483069896697998
78,0.7356695532798767
79,0.7019385695457458
80,0.7116285562515259
81,0.7385197877883911
82,0.6814115643501282
83,0.7986921072006226
84,0.6799004077911377
85,0.6946244239807129
86,0.6997048854827881
87,0.7298566699028015
88,0.6906149387359619
89,0.736914336681366
90,0.6426694393157959
91,0.7384073138237
92,0.6867544651031494
93,0.6786251068115234
94,0.6922401785850525
95,0.8233269453048706
96,0.7657535672187805
97,0.7194466590881348
98,0.7063770294189453
99,0.6994080543518066
100,0.685280978679657
101,0.7586129307746887
102,0.6590470671653748
103,0.7107774615287781
104,0.7772125601768494
105,0.6792460680007935
106,0.6652164459228516
107,0.6154901385307312
108,0.7148499488830566
109,0.6979895830154419
110,0.6928995251655579
111,0.661172091960907
112,0.7608466148376465
113,0.6953061819076538
114,0.7018598318099976
115,0.69200599193573
116,0.723446249961853
117,0.6957504153251648
118,0.6621978878974915
119,0.7352026104927063
120,0.7019217610359192
