step,loss
1,0.7318035960197449
2,0.7487460374832153
3,0.7288443446159363
4,0.7877553701400757
5,0.8201397657394409
6,0.6255532503128052
7,0.9006054401397705
8,0.6414610147476196
9,0.7722464203834534
10,0.8077417612075806
11,0.6613149046897888
12,0.6948825120925903
13,0.7189995050430298
14,0.7352117300033569
15,0.7114514708518982
16,0.6828954815864563
17,0.725055992603302
18,0.6724133491516113
19,0.7121864557266235
20,0.6833076477050781
21,0.7558317184448242
22,0.723231315612793
23,0.6457680463790894
24,0.6686819791793823
25,0.6771602630615234
26,0.6519445180892944
27,0.7393282651901245
28,0.6656975746154785
29,0.7596725225448608
30,0.7467422485351562
31,0.6918561458587646
32,0.7600610256195068
33,0.6989648342132568
34,0.6973266005516052
35,0.7073525786399841
36,0.7091754674911499
37,0.7177096605300903
38,0.7139793634414673
39,0.6588499546051025
40,0.721750795841217
41,0.744314432144165
42,0.7146005630493164
43,0.6395031213760376
44,0.6798313856124878
45,0.7306865453720093
46,0.6844597458839417
47,0.7463719844818115
48,0.6868309378623962
49,0.6814266443252563
50,0.7529851198196411
51,0.7021949291229248
52,0.7233251333236694
53,0.7037584781646729
54,0.6398174166679382
55,0.7498308420181274
56,0.7042573690414429
57,0.7529215812683105
58,0.6734828948974609
59,0.6425369381904602
60,0.694305419921875
61,0.6699392795562744
62,0.6721402406692505
63,0.6758701205253601
64,0.6923615336418152
65,0.6885907649993896
66,0.7722650766372681
67,0.7000414729118347
68,0.8152109980583191
69,0.6884579658508301
70,0.718203604221344
71,0.6664202213287354
72,0.6652865409851074
73,0.7088875770568848
74,0.6938207149505615
75,0.6750944256782532
76,0.6952742338180542
77,0.6963050365447998
78,0.6999559998512268
79,0.695541501045227
80,0.7056804299354553
81,0.6986368894577026
82,0.6970120668411255
83,0.7159010171890259
84,0.694394588470459
85,0.7100516557693481
86,0.6788417100906372
87,0.7504698634147644
88,0.6960115432739258
89,0.7346069812774658
90,0.6537440419197083
91,0.729865550994873
92,0.6787512898445129
93,0.6494690179824829
94,0.7118720412254333
95,0.8199630975723267
96,0.6700212359428406
97,0.6917257905006409
98,0.7231619358062744
99,0.6875409483909607
100,0.6811369061470032
101,0.7253797054290771
102,0.6509109735488892
103,0.7207900285720825
104,0.7279284596443176
105,0.6807311773300171
106,0.637837290763855
107,0.63441002368927
108,0.7020283937454224
109,0.7225825786590576
110,0.6941007971763611
111,0.6390403509140015
112,0.7185542583465576
113,0.7086107134819031
114,0.6982524394989014
115,0.6989449262619019
116,0.7099018096923828
117,0.6946588158607483
118,0.6521453857421875
119,0.7546451091766357
120,0.6926811933517456
