step,loss
1,0.7318035960197449
2,0.7651990652084351
3,0.7935346364974976
4,0.7481249570846558
5,0.7519005537033081
6,0.6650625467300415
7,0.6889053583145142
8,0.7075392603874207
9,0.6595345735549927
10,0.6429643630981445
11,0.7275207042694092
12,0.6893101334571838
13,0.7846824526786804
14,0.753164529800415
15,0.6854736804962158
16,0.7390099763870239
17,0.6298782825469971
18,0.779327392578125
19,0.6301418542861938
20,0.9751318693161011
21,0.764385998249054
22,0.6760307550430298
23,0.8918682336807251
24,0.7580007314682007
25,0.6601330041885376
26,0.6622625589370728
27,0.689941942691803
28,0.6665834188461304
29,0.6873462796211243
30,0.7239471673965454
31,0.789514422416687
32,0.9558888673782349
33,0.7279432415962219
34,0.7769023180007935
35,0.7075376510620117
36,0.6820675134658813
37,0.7372653484344482
38,0.6987115144729614
39,0.7836527824401855
40,0.5916626453399658
41,0.736147403717041
42,0.8471206426620483
43,0.7612673044204712
44,0.766689121723175
45,0.6857542395591736
46,0.671608567237854
47,0.723710298538208
48,0.7289692163467407
49,0.6852712631225586
50,0.7952275276184082
51,0.6799224615097046
52,0.7082225680351257
53,0.7004464864730835
54,0.625684916973114
55,0.7080981731414795
56,0.6953040957450867
57,0.6563557386398315
58,0.6876947283744812
59,0.7630245685577393
60,0.7060940265655518
61,0.7292040586471558
62,0.6787248849868774
63,0.6797723770141602
64,0.6968863010406494
65,0.7003661394119263
66,0.7347682118415833
67,0.669777512550354
68,0.7375513315200806
69,0.7324241995811462
70,0.6542422771453857
71,0.6922622919082642
72,0.6591165661811829
73,0.6609588861465454
74,0.7872565388679504
75,0.7036116123199463
76,0.7318692207336426
77,0.6700448393821716
78,0.6890432834625244
79,0.713826060295105
80,0.7027366757392883
81,0.6991144418716431
82,0.7064065933227539
83,0.6156554222106934
84,0.7301417589187622
85,0.7101452946662903
86,0.6833646297454834
87,0.607643723487854
88,0.6832681894302368
89,0.6589245796203613
90,0.6826355457305908
91,0.6812890768051147
92,0.6675921678543091
93,0.6647161841392517
94,0.707606315612793
95,0.7444502115249634
96,0.7499856352806091
97,0.7229501008987427
98,0.7895069718360901
99,0.6929607391357422
100,0.6956623196601868
101,0.7341326475143433
102,0.6788843870162964
103,0.651335597038269
104,0.8055881261825562
105,0.6834902167320251
106,0.6607933044433594
107,0.5809812545776367
108,0.7147968411445618
109,0.6847818493843079
110,0.6828693151473999
111,0.6659820675849915
112,0.7702280879020691
113,0.6869819760322571
114,0.7108699083328247
115,0.6830811500549316
116,0.6881228089332581
117,0.6949360966682434
118,0.6144177913665771
119,0.8914979100227356
120,0.7146354913711548
