step,loss,elapsed_s
1,132.6199188232422,6.4500415325164795
10,23.251895904541016,25.126117944717407
20,19.271392822265625,45.72001671791077
30,17.47565269470215,66.37254500389099
40,15.104907035827637,87.20922374725342
50,13.555400848388672,107.71166253089905
60,11.880630493164062,128.2741506099701
70,11.628030776977539,148.88717818260193
80,10.078592300415039,169.59492993354797
90,12.191787719726562,190.05250334739685
100,10.533491134643555,210.74568009376526
