step,loss,elapsed_s
1,132.61990356445312,10.110024452209473
10,41.37078094482422,55.77476167678833
20,21.935169219970703,106.30403161048889
30,18.12509536743164,156.64178037643433
40,16.498517990112305,207.5764045715332
50,14.913671493530273,257.864777803421
60,13.225083351135254,308.14378786087036
70,13.123828887939453,358.8837583065033
80,12.004674911499023,409.28250908851624
90,10.709808349609375,459.9181110858917
100,10.473641395568848,510.4210891723633
