step,loss
1,10.808622360229492
2,1.531175136566162
3,25.966995239257812
4,8.511764526367188
5,2.862165927886963
6,0.9433590173721313
7,2.4337172508239746
8,0.8566176295280457
9,2.3947482109069824
10,1.118527889251709
11,0.3279707431793213
12,2.2316651344299316
13,1.5648866891860962
14,1.0574060678482056
15,1.076645016670227
16,2.5175349712371826
17,1.5379034280776978
18,0.8066260814666748
19,1.656540870666504
20,0.8633607029914856
21,1.371349573135376
22,0.9241488575935364
23,0.6326960921287537
24,0.965310275554657
25,1.2196868658065796
26,1.4700331687927246
27,0.36892661452293396
28,1.702080249786377
29,1.867808222770691
30,1.0313091278076172
31,0.9752843379974365
32,1.0010180473327637
33,1.7248919010162354
34,1.5712499618530273
35,0.5813732147216797
36,1.229504108428955
37,0.38264715671539307
38,0.31259626150131226
39,1.5947449207305908
40,1.1365612745285034
41,2.51485538482666
42,0.37723198533058167
43,1.1861218214035034
44,2.1879804134368896
45,0.5076156854629517
46,0.8032760620117188
47,1.3566380739212036
48,0.8112987279891968
49,0.7232457399368286
50,1.5225298404693604
