step,loss,elapsed_s
1,132.6199188232422,6.036736011505127
10,41.43158721923828,23.895890474319458
20,22.238624572753906,43.53646469116211
30,18.260446548461914,63.36178755760193
40,15.262544631958008,83.21940064430237
50,16.110010147094727,102.96938347816467
60,13.30601692199707,122.79326963424683
70,12.285690307617188,142.57293319702148
80,11.254190444946289,162.6328990459442
90,10.449718475341797,182.41120409965515
100,12.704354286193848,202.29543232917786
