step,loss,elapsed_s
1,132.6199188232422,6.335927486419678
10,29.415199279785156,24.3701753616333
20,25.47965431213379,44.486248254776
30,21.803619384765625,64.15334868431091
40,21.705352783203125,83.98590922355652
50,21.07863998413086,103.78108263015747
60,20.15760040283203,123.65792083740234
70,19.5706787109375,143.57521867752075
80,19.72591781616211,163.53528094291687
90,19.80080223083496,183.4123568534851
100,19.42584991455078,203.12531900405884
