step,loss,elapsed_s
1,132.61990356445312,6.19774317741394
10,39.430503845214844,24.80493927001953
20,21.219791412353516,45.144906520843506
30,18.027557373046875,65.40488791465759
40,16.60955810546875,85.71105885505676
50,15.322175025939941,105.93226599693298
60,14.902608871459961,126.24530696868896
70,14.105350494384766,146.5795636177063
80,13.914563179016113,166.7316071987152
90,13.260507583618164,187.10167121887207
100,13.038330078125,207.48105812072754
